created_at,field1,field2,field3,field4,field5,field6
2026-06-26 00:56:46,25.9,51.2,0.83,4095,4095,2.78
2026-06-26 00:56:48,25.9,51.56,0.83,1927,4095,2.78
2026-06-26 00:56:50,25.9,51.15,0.83,1193,4095,2.78
2026-06-26 00:56:53,25.9,51.19,0.83,906,4095,2.79
2026-06-26 00:56:55,25.9,51.2,0.83,720,4095,2.78
2026-06-26 00:56:57,25.9,51.47,0.83,561,4095,2.78
2026-06-26 00:56:59,25.9,51.23,0.83,739,4095,2.78
2026-06-26 00:57:02,25.9,51.2,0.83,469,4095,2.78
2026-06-26 00:57:04,25.9,51.65,0.83,231,4095,2.78
2026-06-26 00:57:06,25.9,51.34,0.83,478,4095,2.78
2026-06-26 00:57:08,25.9,51.3,0.83,350,4095,2.78
2026-06-26 00:57:10,25.9,51.48,0.83,358,4095,2.77
2026-06-26 00:57:12,25.9,51.23,0.83,562,4095,2.78
2026-06-26 00:57:14,25.9,51.56,0.83,630,4095,2.78
2026-06-26 00:57:16,25.9,51.6,0.83,906,4095,2.78
2026-06-26 00:57:19,25.9,51.24,0.83,1849,4095,2.78
2026-06-26 00:57:21,25.9,51.56,0.83,4095,4095,2.79
2026-06-26 00:57:23,25.9,51.24,0.83,4095,4095,2.79
2026-06-26 00:57:25,25.9,51.2,0.83,3685,4095,2.78
2026-06-26 00:57:27,25.9,51.2,0.83,21,4095,2.75
2026-06-26 00:57:29,25.9,51.2,0.83,264,4095,2.77
2026-06-26 00:57:31,25.9,51.2,0.83,625,4095,2.78
2026-06-26 00:57:34,25.9,51.2,0.83,863,4095,2.78
2026-06-26 00:57:36,25.9,51.2,0.83,1628,4095,2.78
2026-06-26 00:57:38,25.9,51.56,0.83,4095,4095,2.78
2026-06-26 00:57:40,25.9,51.24,0.83,4079,4095,2.79
2026-06-26 00:57:42,25.9,51.2,0.83,3958,4095,2.8
2026-06-26 00:57:45,25.9,51.2,0.83,3685,4095,2.79
2026-06-26 00:57:47,25.9,51.2,0.83,3685,4095,2.79
2026-06-26 00:57:49,25.9,51.2,0.83,3678,4095,2.78
2026-06-26 00:57:51,25.81,51.56,0.83,766,4095,2.78
2026-06-26 00:57:53,25.9,51.56,0.83,28,4095,2.76
2026-06-26 00:57:56,25.9,51.6,0.83,356,4095,2.78
2026-06-26 00:57:58,25.9,51.33,0.83,367,4095,2.78
2026-06-26 00:58:00,25.9,51.3,0.83,543,4095,2.78
2026-06-26 00:58:02,25.9,51.3,0.83,705,4095,2.79
2026-06-26 00:58:04,25.9,51.21,0.83,927,4095,2.78
2026-06-26 00:58:06,25.9,51.56,0.83,880,4095,2.78
2026-06-26 00:58:09,25.9,51.24,0.83,1305,4095,2.78
2026-06-26 00:58:11,25.9,51.47,0.83,1343,4095,2.78
2026-06-26 00:58:13,25.9,51.59,0.83,1366,4095,2.78
2026-06-26 00:58:15,25.9,51.47,0.83,1369,4095,2.78
2026-06-26 00:58:17,25.9,51.23,0.83,1335,4095,2.78
2026-06-26 00:58:20,25.9,51.29,0.83,1139,4095,2.78
2026-06-26 00:58:22,25.9,51.57,0.83,803,4095,2.78
2026-06-26 00:58:24,25.81,51.24,0.83,886,4095,2.78
2026-06-26 00:58:26,25.89,51.2,0.83,691,4095,2.78
2026-06-26 00:58:29,25.9,51.2,0.83,612,4095,2.78
2026-06-26 00:58:31,25.81,51.2,0.83,453,4095,2.78
2026-06-26 00:58:33,25.89,51.56,0.83,231,4095,2.77
2026-06-26 00:58:35,25.9,51.2,0.83,43,4095,2.75
2026-06-26 00:58:37,25.9,51.2,0.83,1709,4095,2.77
2026-06-26 00:58:40,25.9,51.2,0.83,3729,4095,2.79
2026-06-26 00:58:42,25.9,51.56,0.83,3685,4095,2.78
2026-06-26 00:58:44,25.9,51.24,0.83,3685,4095,2.79
2026-06-26 00:58:46,25.9,51.29,0.83,3685,4095,2.79
2026-06-26 00:58:48,25.9,51.48,0.83,4095,4095,2.79
2026-06-26 00:58:50,25.9,51.23,0.83,2322,4095,2.78
2026-06-26 00:58:53,25.9,51.2,0.83,929,4095,2.78
2026-06-26 00:58:55,25.9,51.56,0.83,639,4095,2.78
2026-06-26 00:58:57,25.9,51.6,0.83,457,4095,2.78
2026-06-26 00:58:59,25.89,51.21,0.83,128,4095,2.76
2026-06-26 00:59:01,25.81,51.47,0.83,3402,4095,2.78
2026-06-26 00:59:04,25.89,51.5,0.83,3685,4095,2.78
2026-06-26 00:59:06,25.9,51.59,0.83,3685,4095,2.79
2026-06-26 00:59:08,25.81,51.24,0.83,4092,4095,2.79
2026-06-26 00:59:10,25.89,51.47,0.83,3313,4095,2.78
2026-06-26 00:59:12,25.81,51.23,0.83,1228,4095,2.78
2026-06-26 00:59:14,25.8,51.56,0.83,858,4095,2.78
2026-06-26 00:59:16,25.8,51.24,0.83,615,4095,2.78
2026-06-26 00:59:18,25.89,51.56,0.83,652,4095,2.78
2026-06-26 00:59:21,25.81,51.51,0.83,337,4095,2.78
2026-06-26 00:59:23,25.89,51.23,0.83,430,4095,2.78
2026-06-26 00:59:25,25.81,51.2,0.83,71,4095,2.77
2026-06-26 00:59:27,25.81,51.56,0.83,47,4095,2.76
2026-06-26 00:59:29,25.8,51.24,0.83,1667,4095,2.78
2026-06-26 00:59:31,25.8,51.2,0.83,3685,4095,2.79
2026-06-26 00:59:34,25.8,51.2,0.83,3685,4095,2.79
2026-06-26 00:59:36,25.8,51.47,0.83,4015,4095,2.79
2026-06-26 00:59:38,25.8,51.32,0.83,1522,4095,2.78
2026-06-26 00:59:40,25.8,51.21,0.83,680,4095,2.78
2026-06-26 00:59:42,25.8,51.2,0.83,176,4095,2.76
2026-06-26 00:59:44,25.8,51.47,0.83,3136,4095,2.78
2026-06-26 00:59:46,25.8,51.5,0.83,3685,4095,2.78
2026-06-26 00:59:48,25.8,51.23,0.83,1880,4095,2.79
2026-06-26 00:59:51,25.8,51.2,0.83,730,4095,2.78
2026-06-26 00:59:53,25.8,51.2,0.83,66,4095,2.76
2026-06-26 00:59:55,25.89,51.2,0.83,3173,4095,2.78
2026-06-26 00:59:57,25.9,51.2,0.83,4095,4095,2.79
2026-06-26 00:59:59,25.81,51.47,0.83,1679,4095,2.78
2026-06-26 01:00:02,25.8,51.23,0.83,832,4095,2.78
2026-06-26 01:00:04,25.8,51.2,0.83,617,4095,2.78
2026-06-26 01:00:06,25.89,51.2,0.83,488,4095,2.78
2026-06-26 01:00:08,25.9,51.2,0.83,230,4095,2.78
2026-06-26 01:00:10,25.81,51.56,0.83,74,4095,2.77
2026-06-26 01:00:12,25.89,51.24,0.83,63,4095,2.77
2026-06-26 01:00:14,25.81,51.2,0.83,66,4095,2.77
2026-06-26 01:00:17,25.8,51.2,0.83,617,4095,2.78
2026-06-26 01:00:19,25.8,51.47,0.83,398,4095,2.78
2026-06-26 01:00:21,25.8,51.23,0.83,565,4095,2.78
2026-06-26 01:00:23,25.8,51.23,0.83,834,4095,2.78
2026-06-26 01:00:25,25.8,51.2,0.83,841,4095,2.77
2026-06-26 01:00:28,25.8,51.47,0.83,782,4095,2.78
2026-06-26 01:00:30,25.8,51.23,0.83,821,4095,2.78
2026-06-26 01:00:32,25.8,51.2,0.83,950,4095,2.78
2026-06-26 01:00:34,25.8,51.47,0.83,742,4095,2.78
2026-06-26 01:00:36,25.8,51.23,0.83,573,4095,2.78
2026-06-26 01:00:38,25.8,51.2,0.83,586,4095,2.78
2026-06-26 01:00:41,25.8,51.2,0.83,105,4095,2.76
2026-06-26 01:00:43,25.8,51.47,0.83,347,4095,2.76
2026-06-26 01:00:45,25.8,51.14,0.83,3685,4095,2.79
2026-06-26 01:00:47,25.8,51.19,0.83,2104,4095,2.78
2026-06-26 01:00:49,25.8,51.47,0.83,705,4095,2.79
2026-06-26 01:00:51,25.8,51.14,0.83,483,4095,2.76
2026-06-26 01:00:53,25.8,51.19,0.83,3685,4095,2.78
2026-06-26 01:00:56,25.8,51.56,0.83,3139,4095,2.78
2026-06-26 01:00:58,25.8,51.51,0.83,735,4095,2.79
2026-06-26 01:01:00,25.8,51.5,0.83,161,4095,2.77
2026-06-26 01:01:02,25.8,51.23,0.83,3618,4095,2.78
2026-06-26 01:01:04,25.8,51.11,0.83,3685,4095,2.79
2026-06-26 01:01:07,25.8,51.46,0.83,1893,4095,2.78
2026-06-26 01:01:09,25.8,51.41,0.83,672,4095,2.77
2026-06-26 01:01:11,25.8,51.23,0.83,182,4095,2.77
2026-06-26 01:01:13,25.8,51.38,0.83,53,4095,2.76
2026-06-26 01:01:15,25.8,51.22,0.83,31,4095,2.75
2026-06-26 01:01:18,25.8,51.38,0.83,10,4095,2.76
2026-06-26 01:01:20,25.8,51.4,0.83,2121,4095,2.78
2026-06-26 01:01:22,25.8,51.4,0.83,3764,4095,2.78
2026-06-26 01:01:24,25.8,51.49,0.83,3685,4095,2.78
2026-06-26 01:01:26,25.8,51.14,0.83,3685,4095,2.78
2026-06-26 01:01:28,25.8,51.46,0.83,3685,4095,2.79
2026-06-26 01:01:31,25.8,51.5,0.83,3685,4095,2.79
2026-06-26 01:01:33,25.8,51.14,0.83,3685,4095,2.8
2026-06-26 01:01:35,25.8,51.23,0.83,4080,4095,2.79
2026-06-26 01:01:37,25.8,51.47,0.83,4062,4095,2.8
2026-06-26 01:01:39,25.8,51.23,0.83,3968,4095,2.8
2026-06-26 01:01:42,25.8,51.2,0.83,3691,4095,2.79
2026-06-26 01:01:44,25.8,51.47,0.83,3685,4095,2.78
2026-06-26 01:01:46,25.8,51.5,0.83,3685,4095,2.78
2026-06-26 01:01:48,25.8,51.5,0.83,3621,4095,2.78
2026-06-26 01:01:50,25.8,51.23,0.83,356,4095,2.77
2026-06-26 01:01:53,25.8,51.2,0.83,0,4095,2.76
2026-06-26 01:01:55,25.8,51.56,0.83,73,4095,2.77
2026-06-26 01:01:57,25.8,51.24,0.83,421,4095,2.78
2026-06-26 01:01:59,25.8,51.2,0.83,441,4095,2.78
2026-06-26 01:02:01,25.8,51.2,0.83,885,4095,2.78
2026-06-26 01:02:03,25.8,51.56,0.83,1431,4095,2.79
2026-06-26 01:02:05,25.8,51.6,0.83,4095,4095,2.78
2026-06-26 01:02:07,25.8,51.51,0.83,4095,4095,2.79
2026-06-26 01:02:10,25.8,51.23,0.83,3685,4095,2.79
2026-06-26 01:02:12,25.8,51.2,0.83,2736,4095,2.78
2026-06-26 01:02:14,25.8,51.56,0.83,30,4095,2.76
2026-06-26 01:02:16,25.8,51.24,0.83,314,4095,2.78
2026-06-26 01:02:18,25.8,51.2,0.83,921,4095,2.78
2026-06-26 01:02:20,25.8,51.2,0.83,3814,4095,2.79
2026-06-26 01:02:22,25.8,51.2,0.83,3685,4095,2.8
2026-06-26 01:02:24,25.8,51.2,0.83,1132,4095,2.77
2026-06-26 01:02:27,25.8,51.56,0.83,262,4095,2.78
2026-06-26 01:02:29,25.8,51.24,0.83,1463,4095,2.78
2026-06-26 01:02:31,25.8,51.29,0.83,4095,4095,2.79
2026-06-26 01:02:33,25.8,51.57,0.83,2189,4095,2.78
2026-06-26 01:02:35,25.8,51.24,0.83,2119,4095,2.78
2026-06-26 01:02:37,25.8,51.47,0.83,4095,4095,2.79
2026-06-26 01:02:39,25.8,51.5,0.83,689,4095,2.77
2026-06-26 01:02:42,25.8,51.59,0.83,454,4095,2.78
2026-06-26 01:02:44,25.8,51.24,0.83,3485,4095,2.79
2026-06-26 01:02:46,25.8,51.56,0.83,3685,4095,2.78
2026-06-26 01:02:48,25.8,51.24,0.83,162,4095,2.76
2026-06-26 01:02:50,25.8,51.2,0.83,514,4095,2.79
2026-06-26 01:02:53,25.8,51.29,0.83,2975,4095,2.79
2026-06-26 01:02:55,25.8,51.57,0.83,4043,4095,2.79
2026-06-26 01:02:57,25.8,51.6,0.83,1616,4095,2.77
2026-06-26 01:02:59,25.8,51.24,0.83,185,4095,2.77
2026-06-26 01:03:01,25.8,51.24,0.83,4095,4095,2.79
2026-06-26 01:03:03,25.8,51.56,0.83,3318,4095,2.78
2026-06-26 01:03:06,25.8,51.33,0.83,114,4095,2.77
2026-06-26 01:03:08,25.8,51.21,0.83,932,4095,2.79
2026-06-26 01:03:10,25.8,51.65,0.83,3957,4095,2.79
2026-06-26 01:03:12,25.8,51.34,0.83,2245,4095,2.78
2026-06-26 01:03:14,25.8,51.57,0.83,220,4095,2.78
2026-06-26 01:03:17,25.8,51.24,0.83,1991,4095,2.78
2026-06-26 01:03:19,25.8,51.29,0.83,4095,4095,2.79
2026-06-26 01:03:21,25.8,51.33,0.83,203,4095,2.77
2026-06-26 01:03:23,25.8,51.21,0.83,762,4095,2.78
2026-06-26 01:03:26,25.8,51.56,0.83,2915,4095,2.78
2026-06-26 01:03:28,25.8,51.6,0.83,4095,4095,2.79
2026-06-26 01:03:30,25.8,51.24,0.83,3685,4095,2.79
2026-06-26 01:03:32,25.8,51.56,0.83,3685,4095,2.78
2026-06-26 01:03:34,25.8,51.6,0.83,3684,4095,2.78
2026-06-26 01:03:36,25.8,51.33,0.83,3685,4095,2.79
2026-06-26 01:03:38,25.8,51.57,0.83,3685,4095,2.79
2026-06-26 01:03:40,25.8,51.33,0.83,3685,4095,2.78
2026-06-26 01:03:43,25.8,51.57,0.83,3685,4095,2.79
2026-06-26 01:03:45,25.8,51.6,0.83,3685,4095,2.79
2026-06-26 01:03:47,25.8,51.6,0.83,4095,4095,2.79
2026-06-26 01:03:49,25.8,51.6,0.83,700,4095,2.79
2026-06-26 01:03:52,25.8,51.69,0.83,273,4095,2.77
2026-06-26 01:03:54,25.8,51.61,0.83,1803,4095,2.78
2026-06-26 01:03:56,25.8,51.33,0.83,3685,4095,2.79
2026-06-26 01:03:58,25.8,51.21,0.83,2478,4095,2.78
2026-06-26 01:04:00,25.8,51.56,0.83,661,4095,2.78
2026-06-26 01:04:02,25.8,51.6,0.83,1604,4095,2.77
2026-06-26 01:04:04,25.8,51.33,0.83,3685,4095,2.79
2026-06-26 01:04:07,25.8,51.21,0.83,1354,4095,2.78
2026-06-26 01:04:09,25.8,51.56,0.83,499,4095,2.77
2026-06-26 01:04:11,25.8,51.33,0.83,2968,4095,2.77
2026-06-26 01:04:13,25.8,51.3,0.83,883,4095,2.78
2026-06-26 01:04:15,25.8,51.57,0.83,167,4095,2.76
2026-06-26 01:04:18,25.8,51.6,0.83,3289,4095,2.78
2026-06-26 01:04:20,25.8,51.33,0.83,3460,4095,2.78
2026-06-26 01:04:22,25.8,51.3,0.83,790,4095,2.78
2026-06-26 01:04:24,25.8,51.3,0.83,138,4095,2.76
2026-06-26 01:04:26,25.8,51.48,0.83,3289,4095,2.79
2026-06-26 01:04:29,25.8,51.68,0.83,3685,4095,2.79
2026-06-26 01:04:31,25.8,51.7,0.83,926,4095,2.79
2026-06-26 01:04:33,25.8,51.34,0.83,299,4095,2.77
2026-06-26 01:04:35,25.8,51.34,0.83,3685,4095,2.79
2026-06-26 01:04:37,25.8,51.66,0.83,1919,4095,2.78
2026-06-26 01:04:40,25.8,51.43,0.83,724,4095,2.78
2026-06-26 01:04:42,25.8,51.4,0.83,75,4095,2.76
2026-06-26 01:04:44,25.8,51.49,0.83,2915,4095,2.78
2026-06-26 01:04:46,25.8,51.59,0.83,3685,4095,2.78
2026-06-26 01:04:48,25.8,51.6,0.83,3685,4095,2.79
2026-06-26 01:04:51,25.8,51.51,0.83,4095,4095,2.78
2026-06-26 01:04:53,25.8,51.32,0.83,2850,4095,2.79
2026-06-26 01:04:55,25.8,51.67,0.83,2110,4095,2.79
2026-06-26 01:04:57,25.8,51.7,0.83,4095,4095,2.78
2026-06-26 01:05:00,25.8,51.79,0.83,4095,4095,2.79
2026-06-26 01:05:02,25.8,51.44,0.83,3853,4095,2.79
2026-06-26 01:05:04,25.8,51.67,0.83,3685,4095,2.78
2026-06-26 01:05:06,25.8,51.7,0.83,1369,4095,2.77
2026-06-26 01:05:08,25.8,51.43,0.83,41,4095,2.76
2026-06-26 01:05:11,25.8,51.67,0.83,386,4095,2.78
2026-06-26 01:05:13,25.8,51.43,0.83,1318,4095,2.78
2026-06-26 01:05:15,25.8,51.4,0.83,4095,4095,2.79
2026-06-26 01:05:17,25.8,51.34,0.83,1479,4095,2.77
2026-06-26 01:05:19,25.8,51.48,0.83,131,4095,2.76
2026-06-26 01:05:21,25.8,51.68,0.83,535,4095,2.78
2026-06-26 01:05:23,25.71,51.34,0.83,2220,4095,2.79
2026-06-26 01:05:26,25.79,51.66,0.83,4095,4095,2.8
2026-06-26 01:05:28,25.8,51.43,0.83,3685,4095,2.78
2026-06-26 01:05:30,25.8,51.4,0.83,204,4095,2.76
2026-06-26 01:05:32,25.71,51.4,0.83,270,4095,2.77
2026-06-26 01:05:35,25.79,51.4,0.83,863,4095,2.78
2026-06-26 01:05:37,25.71,51.76,0.83,3042,4095,2.79
2026-06-26 01:05:39,25.7,51.44,0.83,4095,4095,2.79
2026-06-26 01:05:41,25.79,51.58,0.83,3685,4095,2.79
2026-06-26 01:05:43,25.71,51.42,0.83,3519,4095,2.77
2026-06-26 01:05:45,25.7,51.49,0.83,53,4095,2.76
2026-06-26 01:05:47,25.7,51.41,0.83,320,4095,2.78
2026-06-26 01:05:49,25.7,51.58,0.83,732,4095,2.78
2026-06-26 01:05:52,25.7,51.6,0.83,1075,4095,2.78
2026-06-26 01:05:54,25.7,51.78,0.83,3492,4095,2.78
2026-06-26 01:05:56,25.79,51.8,0.83,4095,4095,2.79
2026-06-26 01:05:58,25.71,51.8,0.83,3883,4095,2.8
2026-06-26 01:06:00,25.7,51.44,0.83,3685,4095,2.78
2026-06-26 01:06:02,25.7,51.67,0.83,3625,4095,2.78
2026-06-26 01:06:04,25.7,51.43,0.83,201,4095,2.76
2026-06-26 01:06:06,25.7,51.4,0.83,39,4095,2.76
2026-06-26 01:06:09,25.79,51.58,0.83,188,4095,2.77
2026-06-26 01:06:11,25.71,51.69,0.83,330,4095,2.78
2026-06-26 01:06:13,25.79,51.43,0.83,779,4095,2.78
2026-06-26 01:06:15,25.7,51.44,0.83,3744,4095,2.78
2026-06-26 01:06:17,25.7,51.4,0.83,4095,4095,2.79
2026-06-26 01:06:19,25.7,51.4,0.83,3685,4095,2.79
2026-06-26 01:06:21,25.7,51.67,0.83,2417,4095,2.77
2026-06-26 01:06:23,25.7,51.43,0.83,15,4095,2.75
2026-06-26 01:06:26,25.7,51.4,0.83,264,4095,2.78
2026-06-26 01:06:28,25.7,51.67,0.83,1004,4095,2.79
2026-06-26 01:06:30,25.79,51.61,0.83,3871,4095,2.79
2026-06-26 01:06:32,25.71,51.51,0.83,3685,4095,2.8
2026-06-26 01:06:34,25.7,51.77,0.83,1194,4095,2.77
2026-06-26 01:06:36,25.7,51.35,0.83,206,4095,2.77
2026-06-26 01:06:38,25.7,51.66,0.83,934,4095,2.78
2026-06-26 01:06:41,25.7,51.43,0.83,4095,4095,2.79
2026-06-26 01:06:43,25.7,51.4,0.83,3685,4095,2.78
2026-06-26 01:06:45,25.7,51.4,0.83,354,4095,2.76
2026-06-26 01:06:47,25.71,51.5,0.83,1067,4095,2.78
2026-06-26 01:06:49,25.7,51.77,0.83,4095,4095,2.79
2026-06-26 01:06:52,25.7,51.44,0.83,3690,4095,2.79
2026-06-26 01:06:54,25.7,51.4,0.83,3162,4095,2.78
2026-06-26 01:06:56,25.7,51.4,0.83,14,4095,2.76
2026-06-26 01:06:58,25.7,51.49,0.83,180,4095,2.78
2026-06-26 01:07:00,25.7,51.68,0.83,672,4095,2.78
2026-06-26 01:07:02,25.7,51.43,0.83,1072,4095,2.78
2026-06-26 01:07:05,25.7,51.4,0.83,3847,4095,2.79
2026-06-26 01:07:07,25.7,51.67,0.83,4095,4095,2.79
2026-06-26 01:07:09,25.7,51.43,0.83,3685,4095,2.79
2026-06-26 01:07:11,25.7,51.43,0.83,192,4095,2.76
2026-06-26 01:07:13,25.7,51.67,0.83,27,4095,2.76
2026-06-26 01:07:15,25.7,51.43,0.83,201,4095,2.78
2026-06-26 01:07:18,25.7,51.4,0.83,368,4095,2.78
2026-06-26 01:07:20,25.7,51.67,0.83,691,4095,2.78
2026-06-26 01:07:22,25.7,51.43,0.83,809,4095,2.78
2026-06-26 01:07:24,25.7,51.76,0.83,1053,4095,2.78
2026-06-26 01:07:27,25.7,51.53,0.83,1245,4095,2.78
2026-06-26 01:07:29,25.7,51.5,0.83,1309,4095,2.78
2026-06-26 01:07:31,25.7,51.77,0.83,1298,4095,2.79
2026-06-26 01:07:33,25.7,51.44,0.83,964,4095,2.78
2026-06-26 01:07:35,25.7,51.4,0.83,775,4095,2.78
2026-06-26 01:07:38,25.7,51.49,0.83,744,4095,2.78
2026-06-26 01:07:40,25.7,51.77,0.83,722,4095,2.78
2026-06-26 01:07:42,25.7,51.8,0.83,820,4095,2.79
2026-06-26 01:07:45,25.7,51.44,0.83,1148,4095,2.78
2026-06-26 01:07:47,25.7,51.4,0.83,1218,4095,2.78
2026-06-26 01:07:49,25.79,51.4,0.83,1992,4095,2.79
2026-06-26 01:07:51,25.7,51.4,0.83,4095,4095,2.79
2026-06-26 01:07:54,25.7,51.67,0.83,3898,4095,2.79
2026-06-26 01:07:56,25.7,51.7,0.83,3682,4095,2.78
2026-06-26 01:07:58,25.7,51.7,0.83,1689,4095,2.77
2026-06-26 01:08:00,25.7,51.43,0.83,0,4095,2.76
2026-06-26 01:08:02,25.7,51.76,0.83,264,4095,2.78
2026-06-26 01:08:05,25.7,51.8,0.83,1017,4095,2.78
2026-06-26 01:08:07,25.7,51.44,0.83,4095,4095,2.79
2026-06-26 01:08:09,25.7,51.4,0.83,1310,4095,2.77
2026-06-26 01:08:12,25.7,51.67,0.83,165,4095,2.77
2026-06-26 01:08:14,25.7,51.79,0.83,776,4095,2.78
2026-06-26 01:08:16,25.7,51.71,0.83,3580,4095,2.78
2026-06-26 01:08:18,25.7,51.7,0.83,3739,4095,2.79
2026-06-26 01:08:20,25.7,51.43,0.83,1474,4095,2.76
2026-06-26 01:08:23,25.7,51.4,0.83,105,4095,2.77
2026-06-26 01:08:25,25.7,51.49,0.83,599,4095,2.79
2026-06-26 01:08:27,25.7,51.5,0.83,2069,4095,2.79
2026-06-26 01:08:30,25.7,51.76,0.83,3685,4095,2.8
2026-06-26 01:08:32,25.7,51.53,0.83,3675,4095,2.79
2026-06-26 01:08:34,25.7,51.68,0.83,374,4095,2.76
2026-06-26 01:08:36,25.7,51.43,0.83,23,4095,2.76
2026-06-26 01:08:38,25.7,51.76,0.83,316,4095,2.78
2026-06-26 01:08:41,25.7,51.8,0.83,556,4095,2.78
2026-06-26 01:08:43,25.7,51.8,0.83,917,4095,2.78
2026-06-26 01:08:45,25.7,51.77,0.83,4095,4095,2.79
2026-06-26 01:08:47,25.7,51.44,0.83,4095,4095,2.79
2026-06-26 01:08:49,25.7,51.4,0.83,3685,4095,2.79
2026-06-26 01:08:51,25.7,51.67,0.83,3685,4095,2.78
2026-06-26 01:08:54,25.7,51.43,0.83,1333,4095,2.78
2026-06-26 01:08:56,25.7,51.4,0.83,6,4095,2.75
2026-06-26 01:08:59,25.7,51.4,0.83,59,4095,2.76
2026-06-26 01:09:01,25.7,51.4,0.83,374,4095,2.78
2026-06-26 01:09:03,25.7,51.4,0.83,572,4095,2.78
2026-06-26 01:09:05,25.7,51.76,0.83,1689,4095,2.78
2026-06-26 01:09:07,25.7,51.44,0.83,4095,4095,2.78
2026-06-26 01:09:09,25.7,51.67,0.83,4095,4095,2.79
2026-06-26 01:09:12,25.7,51.43,0.83,3685,4095,2.8
2026-06-26 01:09:14,25.7,51.67,0.83,3685,4095,2.78
2026-06-26 01:09:16,25.7,51.52,0.83,3685,4095,2.78
2026-06-26 01:09:18,25.7,51.5,0.83,3599,4095,2.78
2026-06-26 01:09:21,25.7,51.41,0.83,459,4095,2.78
2026-06-26 01:09:23,25.7,51.4,0.83,18,4095,2.75
2026-06-26 01:09:25,25.7,51.43,0.83,68,4095,2.77
2026-06-26 01:09:27,25.7,51.4,0.83,505,4095,2.78
2026-06-26 01:09:29,25.7,51.4,0.83,479,4095,2.79
2026-06-26 01:09:31,25.7,51.76,0.83,539,4095,2.78
2026-06-26 01:09:34,25.7,51.44,0.83,645,4095,2.78
2026-06-26 01:09:36,25.7,51.31,0.83,903,4095,2.78
2026-06-26 01:09:38,25.7,51.66,0.83,1002,4095,2.78
2026-06-26 01:09:40,25.7,51.7,0.83,1844,4095,2.78
2026-06-26 01:09:42,25.7,51.43,0.83,4095,4095,2.79
2026-06-26 01:09:44,25.7,51.4,0.83,4095,4095,2.79
2026-06-26 01:09:46,25.7,51.4,0.83,3685,4095,2.78
2026-06-26 01:09:48,25.7,51.4,0.83,1495,4095,2.77
2026-06-26 01:09:51,25.7,51.31,0.83,176,4095,2.77
2026-06-26 01:09:53,25.7,51.39,0.83,917,4095,2.78
2026-06-26 01:09:55,25.7,51.4,0.83,3825,4095,2.79
2026-06-26 01:09:57,25.7,51.67,0.83,2703,4095,2.78
2026-06-26 01:09:59,25.7,51.4,0.83,2345,4095,2.78
2026-06-26 01:10:01,25.7,51.67,0.83,4011,4095,2.79
2026-06-26 01:10:04,25.7,51.43,0.83,299,4095,2.77
2026-06-26 01:10:06,25.7,51.67,0.83,1326,4095,2.78
2026-06-26 01:10:08,25.7,51.7,0.83,4090,4095,2.79
2026-06-26 01:10:10,25.7,51.43,0.83,1286,4095,2.77
2026-06-26 01:10:12,25.7,51.67,0.83,244,4095,2.78
2026-06-26 01:10:14,25.7,51.43,0.83,2191,4095,2.78
2026-06-26 01:10:16,25.7,51.49,0.83,4095,4095,2.79
2026-06-26 01:10:18,25.7,51.41,0.83,3430,4095,2.78
2026-06-26 01:10:21,25.7,51.76,0.83,21,4095,2.75
2026-06-26 01:10:23,25.7,51.53,0.83,314,4095,2.78
2026-06-26 01:10:25,25.7,51.79,0.83,1241,4095,2.78
2026-06-26 01:10:27,25.7,51.44,0.83,4095,4095,2.79
2026-06-26 01:10:29,25.7,51.76,0.83,4095,4095,2.79
2026-06-26 01:10:31,25.7,51.8,0.83,3685,4095,2.79
2026-06-26 01:10:33,25.7,51.44,0.83,3685,4095,2.79
2026-06-26 01:10:36,25.7,51.49,0.83,3685,4095,2.79
2026-06-26 01:10:38,25.7,51.59,0.83,3685,4095,2.78
2026-06-26 01:10:40,25.7,51.69,0.83,3685,4095,2.78
2026-06-26 01:10:42,25.7,51.52,0.83,3685,4095,2.78
2026-06-26 01:10:44,25.7,51.59,0.83,3685,4095,2.78
2026-06-26 01:10:46,25.7,51.51,0.83,3685,4095,2.78
2026-06-26 01:10:48,25.7,51.59,0.83,3685,4095,2.79
2026-06-26 01:10:51,25.7,51.6,0.83,3790,4095,2.79
2026-06-26 01:10:53,25.7,51.78,0.83,4095,4095,2.78
2026-06-26 01:10:55,25.7,51.53,0.83,1811,4095,2.78
2026-06-26 01:10:57,25.7,51.54,0.83,608,4095,2.78
2026-06-26 01:11:00,25.7,51.5,0.83,355,4095,2.77
2026-06-26 01:11:02,25.7,51.59,0.83,65,4095,2.75
2026-06-26 01:11:04,25.7,51.87,0.83,2735,4095,2.78
2026-06-26 01:11:06,25.7,51.54,0.83,3685,4095,2.78
2026-06-26 01:11:08,25.7,51.5,0.83,3685,4095,2.79
2026-06-26 01:11:10,25.7,51.5,0.83,3388,4095,2.78
2026-06-26 01:11:13,25.7,51.77,0.83,1043,4095,2.78
2026-06-26 01:11:15,25.7,51.89,0.83,638,4095,2.78
2026-06-26 01:11:17,25.7,51.9,0.83,745,4095,2.78
2026-06-26 01:11:19,25.7,51.9,0.83,208,4095,2.77
2026-06-26 01:11:21,25.7,51.9,0.83,43,4095,2.75
2026-06-26 01:11:23,25.7,51.5,0.83,35,4095,2.77
